-1.1350788685,-0.0137302656,0,-1.1013770936,0.0731522639,-3.44645210281967E-06
-1.1238827057,-0.0375580096,0,-1.0961272651,0.0367648487,-3.92484205416891E-07
-1.1112680358,-0.0616341525,0,-1.0918758421,0.0062870029,2.84573530389184E-06
-1.0972964902,-0.0859050368,0,-1.0858523406,-0.0231106365,-0.000001899
-1.0820028977,-0.110317493,0,-1.0776899741,-0.0522663883,4.40395401884039E-07
-1.0654367953,-0.1348237019,0,-1.0680300578,-0.0805130671,4.11634747647412E-07
-1.0476476606,-0.1593785785,0,-1.0567522047,-0.1082788476,3.78202143717891E-07
-1.0287461324,-0.1839505187,0,-1.0444065032,-0.1350439248,5.20176058600459E-05
-1.0087251288,-0.2084901434,0,-1.0311898207,-0.1606684312,0.0009840915
-0.9875828328,-0.2329494752,0,-1.0137259717,-0.1899767353,1.11565221916673E-05
-0.9654355704,-0.2573044366,0,-0.9966663314,-0.2166655043,3.8470896781268E-07
-0.9423661398,-0.2815274625,0,-0.9788577696,-0.2424872638,0.0009827207
-0.9184673565,-0.305595949,0,-0.9605601811,-0.2673516936,3.22515463224457E-05
-0.8937958693,-0.3294795393,0,-0.9408062509,-0.2922048786,9.46863362959074E-06
-0.8683639302,-0.3531411737,0,-0.9175704803,-0.3201856277,0.0006290601
-0.8422907555,-0.3765657419,0,-0.8953049491,-0.3451799242,7.82420366831514E-06
-0.8156311925,-0.3997315639,0,-0.8710051086,-0.3715770119,-1.09635771253243E-06
-0.7884810455,-0.4226269058,0,-0.8469081593,-0.3964011968,0.000787002
-0.7609743353,-0.4452542626,0,-0.8323648005,-0.4083208106,9.15569287611343E-06
-0.7331288285,-0.4675967047,0,-0.7996708835,-0.4419919526,-3.35556407216022E-06
-0.7049790133,-0.4896276507,0,-0.7723957679,-0.4674968219,0.0007865454
-0.6766061224,-0.5113388864,0,-0.7444826832,-0.4925671014,8.53884711579648E-06
-0.6481221108,-0.5327363743,0,-0.7185314519,-0.5144515137,-3.41118085527054E-06
-0.6195720347,-0.5538152168,0,-0.6907792563,-0.5377179821,0.0006279126
-0.5910333946,-0.5745799808,0,-0.6642184159,-0.5589128668,3.65094854347951E-06
-0.5625673137,-0.5950379308,0,-0.638365478,-0.5787849123,-1.28494821350307E-05
-0.5342077955,-0.6151922972,0,-0.6106019993,-0.6005902084,3.81872019650098E-06
-0.5059822864,-0.6350425774,0,-0.5816982541,-0.6229767143,-1.47789574035984E-06
-0.4779588026,-0.654592404,0,-0.5536700903,-0.6433915255,-2.57155889402892E-06
-0.45020152,-0.6738663932,0,-0.5358411159,-0.6520121509,-3.14056531873374E-08
-0.4227040122,-0.6928801824,0,-0.5022073304,-0.6797505287,-1.34173387633189E-05
-0.3955033347,-0.7116438594,0,-0.4825946635,-0.6902321437,-0.000000097
-0.3686952014,-0.7302025879,0,-0.4677167848,-0.6988071562,2.47668313623171E-05
-0.3422055769,-0.7485821689,0,-0.4492860367,-0.7077837168,-6.14547334238417E-08
-0.3160814096,-0.766792104,0,-0.4303238755,-0.7201035667,-3.83685880146387E-06
-0.2902808758,-0.784848139,0,-0.4080872284,-0.7371886818,7.79684002996844E-05
-0.2647925795,-0.8027640246,0,-0.3938683479,-0.7431549243,-0.000000068
-0.2396094272,-0.8205578872,0,-0.3635064772,-0.7698012248,3.95636553179166E-06
-0.2147345705,-0.8382362353,0,-0.3452615967,-0.7802736748,-0.000000125
-0.1902469892,-0.8558122246,0,-0.3344043303,-0.7826838219,1.38342619752664E-07
-0.1661441966,-0.8733102184,0,-0.3273036067,-0.7819749243,2.54638191285639E-07
-0.1423624008,-0.8907637149,0,-0.3105068132,-0.7942455344,-0.00000018
-0.118890138,-0.9081868237,0,-0.3017355247,-0.7968116242,1.76918715023499E-07
-0.0957352898,-0.9255906717,0,-0.2960923955,-0.7965561372,2.82253374882599E-07
-0.0728771082,-0.9429926649,0,-0.2921186477,-0.7953563449,3.33213157521285E-07
-0.0502172811,-0.960451992,0,-0.2654159992,-0.8225061521,0.0001274081
-0.0275540687,-0.9781195486,0,-0.1786842031,-0.921507542,2.5772371239871E-05
-0.0049937743,-0.9959949557,0,-0.1207929555,-0.9771926429,-0.000017242
